"","binID","start","cata","aRead","bRead","aNorm","bNorm"
"4420","chrY_2363900"," 2363800",2,3,1,25,10
"11037","chrY_2365100"," 2365000",3,52,55,82.5396825,61.1111111
"4421","chrY_2365100"," 2365000",2,2,20,3.1746032,22.2222222
"464","chrY_2365100"," 2365000",1,9,15,14.2857143,16.6666667
"11038","chrY_2365300"," 2365200",3,24,40,57.1428571,64.516129
"4422","chrY_2365300"," 2365200",2,15,19,35.7142857,30.6451613
"465","chrY_2365300"," 2365200",1,3,3,7.1428571,4.8387097
"11039","chrY_2365700"," 2365600",3,15,29,42.8571429,60.4166667
"4423","chrY_2365700"," 2365600",2,17,16,48.5714286,33.3333333
"466","chrY_2365700"," 2365600",1,3,3,8.5714286,6.25
"11040","chrY_2365900"," 2365800",3,31,64,54.3859649,58.1818182
"4424","chrY_2365900"," 2365800",2,24,31,42.1052632,28.1818182
"467","chrY_2365900"," 2365800",1,2,15,3.5087719,13.6363636
"11041","chrY_2366000"," 2365900",3,21,47,38.8888889,41.9642857
"4425","chrY_2366000"," 2365900",2,19,50,35.1851852,44.6428572
"468","chrY_2366000"," 2365900",1,14,15,25.9259259,13.3928571
"11042","chrY_2368600"," 2368500",3,24,23,63.1578947,51.1111111
"4426","chrY_2368600"," 2368500",2,13,12,34.2105263,26.6666667
"469","chrY_2368600"," 2368500",1,1,10,2.6315789,22.2222222
"11043","chrY_2371300"," 2371200",3,15,19,44.1176471,61.2903226
"4427","chrY_2371300"," 2371200",2,19,12,55.882353,38.7096775
"11044","chrY_2376900"," 2376800",3,29,32,85.2941176,65.3061224
"4428","chrY_2376900"," 2376800",2,5,17,14.7058824,34.6938776
"11045","chrY_2378800"," 2378700",3,3,13,10.7142857,27.6595745
"4429","chrY_2378800"," 2378700",2,15,22,53.5714286,46.8085106
"470","chrY_2378800"," 2378700",1,10,12,35.7142857,25.5319149
"11046","chrY_2383400"," 2383300",3,17,16,54.8387097,66.6666667
"4430","chrY_2383400"," 2383300",2,14,8,45.1612904,33.3333333
"11047","chrY_2383500"," 2383400",3,30,20,85.7142857,86.9565217
"4431","chrY_2383500"," 2383400",2,4,0,11.4285714,0
"471","chrY_2383500"," 2383400",1,1,3,2.8571429,13.0434783
"11048","chrY_2387600"," 2387500",3,10,9,71.4285714,45
"4432","chrY_2387600"," 2387500",2,4,11,28.5714286,55
"11049","chrY_2390300"," 2390200",3,22,31,55,45.5882353
"4433","chrY_2390300"," 2390200",2,15,19,37.5,27.9411765
"472","chrY_2390300"," 2390200",1,3,18,7.5,26.4705882
"11050","chrY_2399200"," 2399100",3,17,16,47.2222222,55.1724138
"4434","chrY_2399200"," 2399100",2,19,13,52.7777778,44.8275862
"11051","chrY_2402500"," 2402400",3,30,17,76.9230769,53.125
"4435","chrY_2402500"," 2402400",2,7,12,17.9487179,37.5
"473","chrY_2402500"," 2402400",1,2,3,5.1282051,9.375
"11052","chrY_2402800"," 2402700",3,23,27,58.974359,50.9433962
"4436","chrY_2402800"," 2402700",2,13,21,33.3333333,39.6226415
"474","chrY_2402800"," 2402700",1,3,5,7.6923077,9.4339623
"11053","chrY_2403700"," 2403600",3,33,36,91.6666667,81.8181818
"4437","chrY_2403700"," 2403600",2,3,8,8.3333333,18.1818182
"11054","chrY_2403800"," 2403700",3,34,35,85,85.3658537
"4438","chrY_2403800"," 2403700",2,3,5,7.5,12.195122
"475","chrY_2403800"," 2403700",1,3,1,7.5,2.4390244
"11055","chrY_2404000"," 2403900",3,17,23,58.6206897,69.6969697
"4439","chrY_2404000"," 2403900",2,9,6,31.0344827,18.1818182
"476","chrY_2404000"," 2403900",1,3,4,10.3448276,12.1212121
"11056","chrY_2404900"," 2404800",3,38,85,90.4761905,90.4255319
"4440","chrY_2404900"," 2404800",2,1,6,2.3809524,6.3829787
"477","chrY_2404900"," 2404800",1,3,3,7.1428571,3.1914894
"11057","chrY_2406400"," 2406300",3,7,13,24.137931,40.625
"4441","chrY_2406400"," 2406300",2,15,13,51.7241379,40.625
"478","chrY_2406400"," 2406300",1,7,6,24.137931,18.75
"11058","chrY_2406700"," 2406600",3,20,43,44.4444444,67.1875
"4442","chrY_2406700"," 2406600",2,19,18,42.2222222,28.125
"479","chrY_2406700"," 2406600",1,6,3,13.3333333,4.6875
"11059","chrY_2407700"," 2407600",3,14,12,100,100
"11060","chrY_2407800"," 2407700",3,18,21,58.0645161,56.7567568
"4443","chrY_2407800"," 2407700",2,13,16,41.9354839,43.2432432
"11061","chrY_2408200"," 2408100",3,27,11,100,100
"11062","chrY_2408400"," 2408300",3,30,50,73.1707317,74.6268657
"4444","chrY_2408400"," 2408300",2,8,14,19.5121952,20.8955223
"480","chrY_2408400"," 2408300",1,3,3,7.3170732,4.4776119
"11063","chrY_2409200"," 2409100",3,48,60,68.5714286,70.5882353
"4445","chrY_2409200"," 2409100",2,17,17,24.2857143,20
"481","chrY_2409200"," 2409100",1,5,8,7.1428571,9.4117647
"11064","chrY_2410100"," 2410000",3,63,76,75.9036145,82.6086957
"4446","chrY_2410100"," 2410000",2,16,13,19.2771084,14.1304348
"482","chrY_2410100"," 2410000",1,4,3,4.8192771,3.2608696
"11065","chrY_2410300"," 2410200",3,48,57,88.8888889,90.4761905
"4447","chrY_2410300"," 2410200",2,6,6,11.1111111,9.5238095
"11066","chrY_2410800"," 2410700",3,39,58,78,87.8787879
"4448","chrY_2410800"," 2410700",2,7,4,14,6.060606
"483","chrY_2410800"," 2410700",1,4,4,8,6.060606
"11067","chrY_2411400"," 2411300",3,49,76,80.3278689,81.7204301
"4449","chrY_2411400"," 2411300",2,11,14,18.0327869,15.0537634
"484","chrY_2411400"," 2411300",1,1,3,1.6393443,3.2258065
"11068","chrY_2412400"," 2412300",3,33,67,70.212766,79.7619048
"4450","chrY_2412400"," 2412300",2,13,12,27.6595745,14.2857143
"485","chrY_2412400"," 2412300",1,1,5,2.1276596,5.952381
"11069","chrY_2412700"," 2412600",3,42,43,84,86
"4451","chrY_2412700"," 2412600",2,8,7,16,14
"11070","chrY_2412800"," 2412700",3,17,19,73.9130435,65.5172414
"4452","chrY_2412800"," 2412700",2,6,10,26.0869566,34.4827586
"11071","chrY_2413100"," 2413000",3,21,15,84,53.5714286
"4453","chrY_2413100"," 2413000",2,4,13,16,46.4285714
"11072","chrY_2413200"," 2413100",3,15,15,57.6923077,68.1818182
"4454","chrY_2413200"," 2413100",2,11,7,42.3076923,31.8181818
"11073","chrY_2420100"," 2420000",3,55,71,80.8823529,70.2970297
"4455","chrY_2420100"," 2420000",2,13,30,19.1176471,29.7029703
"11074","chrY_2420400"," 2420300",3,27,20,61.3636364,41.6666667
"4456","chrY_2420400"," 2420300",2,10,21,22.7272727,43.75
"486","chrY_2420400"," 2420300",1,7,7,15.9090909,14.5833334
"11075","chrY_2421200"," 2421100",3,26,27,72.2222222,62.7906977
"4457","chrY_2421200"," 2421100",2,10,16,27.7777778,37.2093024
"11076","chrY_2421400"," 2421300",3,39,45,73.5849057,81.8181818
"4458","chrY_2421400"," 2421300",2,13,7,24.5283019,12.7272727
"487","chrY_2421400"," 2421300",1,1,3,1.8867925,5.4545455
"11077","chrY_2421600"," 2421500",3,31,32,62,53.3333333
"4459","chrY_2421600"," 2421500",2,16,27,32,45
"488","chrY_2421600"," 2421500",1,3,1,6,1.6666667
"11078","chrY_2424800"," 2424700",3,54,56,67.5,71.7948718
"4460","chrY_2424800"," 2424700",2,18,12,22.5,15.3846154
"489","chrY_2424800"," 2424700",1,8,10,10,12.8205128
"11079","chrY_2427400"," 2427300",3,66,89,82.5,89
"4461","chrY_2427400"," 2427300",2,10,6,12.5,6
"490","chrY_2427400"," 2427300",1,4,5,5,5
"11080","chrY_2427500"," 2427400",3,33,36,41.25,48
"4462","chrY_2427500"," 2427400",2,18,13,22.5,17.3333334
"491","chrY_2427500"," 2427400",1,29,26,36.25,34.6666667
"11081","chrY_2428800"," 2428700",3,31,55,59.6153846,59.7826087
"4463","chrY_2428800"," 2428700",2,18,29,34.6153846,31.5217391
"492","chrY_2428800"," 2428700",1,3,8,5.7692308,8.6956522
"11082","chrY_2432200"," 2432100",3,25,28,69.4444444,77.7777778
"4464","chrY_2432200"," 2432100",2,3,4,8.3333333,11.1111111
"493","chrY_2432200"," 2432100",1,8,4,22.2222222,11.1111111
"11083","chrY_2432500"," 2432400",3,61,36,82.4324324,69.2307692
"4465","chrY_2432500"," 2432400",2,12,12,16.2162162,23.0769231
"494","chrY_2432500"," 2432400",1,1,4,1.3513514,7.6923077
"11084","chrY_2432700"," 2432600",3,47,47,82.4561404,83.9285714
"4466","chrY_2432700"," 2432600",2,10,9,17.5438596,16.0714286
"11085","chrY_2433300"," 2433200",3,40,56,71.4285714,73.6842105
"4467","chrY_2433300"," 2433200",2,13,16,23.2142857,21.0526315
"495","chrY_2433300"," 2433200",1,3,4,5.3571429,5.2631579
"11086","chrY_2433900"," 2433800",3,28,40,73.6842105,74.0740741
"4468","chrY_2433900"," 2433800",2,8,12,21.0526315,22.2222222
"496","chrY_2433900"," 2433800",1,2,2,5.2631579,3.7037037
"11087","chrY_2434400"," 2434300",3,11,14,52.3809524,46.6666667
"4469","chrY_2434400"," 2434300",2,8,13,38.0952381,43.3333333
"497","chrY_2434400"," 2434300",1,2,3,9.5238095,10
"11088","chrY_2435200"," 2435100",3,35,48,71.4285714,70.5882353
"4470","chrY_2435200"," 2435100",2,9,15,18.3673469,22.0588235
"498","chrY_2435200"," 2435100",1,5,5,10.2040816,7.3529412
"11089","chrY_2436900"," 2436800",3,42,70,66.6666667,77.7777778
"4471","chrY_2436900"," 2436800",2,18,15,28.5714285,16.6666667
"499","chrY_2436900"," 2436800",1,3,5,4.7619048,5.5555556
"11090","chrY_2438200"," 2438100",3,18,35,36,50
"4472","chrY_2438200"," 2438100",2,12,8,24,11.4285714
"500","chrY_2438200"," 2438100",1,20,27,40,38.5714286
"11091","chrY_2439500"," 2439400",3,12,16,46.1538462,53.3333333
"4473","chrY_2439500"," 2439400",2,6,8,23.076923,26.6666666
"501","chrY_2439500"," 2439400",1,8,6,30.7692307,20
"11092","chrY_2439700"," 2439600",3,37,36,66.0714286,61.0169492
"4474","chrY_2439700"," 2439600",2,9,21,16.0714286,35.5932203
"502","chrY_2439700"," 2439600",1,10,2,17.8571429,3.3898305
"11093","chrY_2439800"," 2439700",3,61,64,79.2207792,92.7536232
"4475","chrY_2439800"," 2439700",2,8,4,10.3896104,5.7971014
"503","chrY_2439800"," 2439700",1,8,1,10.3896104,1.4492754
"11094","chrY_2439900"," 2439800",3,72,71,93.5064935,91.025641
"4476","chrY_2439900"," 2439800",2,2,4,2.5974026,5.1282051
"504","chrY_2439900"," 2439800",1,3,3,3.8961039,3.8461538
"11095","chrY_2440000"," 2439900",3,59,81,77.6315789,88.0434783
"4477","chrY_2440000"," 2439900",2,11,8,14.4736842,8.6956521
"505","chrY_2440000"," 2439900",1,6,3,7.8947368,3.2608696
"11096","chrY_2440600"," 2440500",3,9,16,18.3673469,34.0425532
"4478","chrY_2440600"," 2440500",2,29,14,59.1836735,29.787234
"506","chrY_2440600"," 2440500",1,11,17,22.4489796,36.1702128
"11097","chrY_2443600"," 2443500",3,5,4,10,7.2727273
"4479","chrY_2443600"," 2443500",2,39,35,78,63.6363636
"507","chrY_2443600"," 2443500",1,6,16,12,29.0909091
"11098","chrY_2446700"," 2446600",3,14,11,43.75,57.8947368
"4480","chrY_2446700"," 2446600",2,10,6,31.25,31.5789474
"508","chrY_2446700"," 2446600",1,8,2,25,10.5263158
"11099","chrY_2447400"," 2447300",3,36,25,66.6666667,53.1914894
"4481","chrY_2447400"," 2447300",2,12,21,22.2222222,44.6808511
"509","chrY_2447400"," 2447300",1,6,1,11.1111111,2.1276596
"11100","chrY_2449900"," 2449800",3,24,11,52.173913,50
"4482","chrY_2449900"," 2449800",2,17,6,36.9565218,27.2727273
"510","chrY_2449900"," 2449800",1,5,5,10.8695652,22.7272727
"11101","chrY_2450000"," 2449900",3,7,14,17.5,35
"4483","chrY_2450000"," 2449900",2,25,21,62.5,52.5
"511","chrY_2450000"," 2449900",1,8,5,20,12.5
"11102","chrY_2451300"," 2451200",3,17,20,43.5897436,58.8235294
"4484","chrY_2451300"," 2451200",2,10,11,25.6410257,32.3529412
"512","chrY_2451300"," 2451200",1,12,3,30.7692308,8.8235294
"11103","chrY_2452600"," 2452500",3,43,41,69.3548387,66.1290323
"4485","chrY_2452600"," 2452500",2,19,21,30.6451613,33.8709678
"11104","chrY_2458000"," 2457900",3,34,56,70.8333333,83.5820896
"4486","chrY_2458000"," 2457900",2,8,7,16.6666667,10.4477612
"513","chrY_2458000"," 2457900",1,6,4,12.5,5.9701493
"11105","chrY_2458900"," 2458800",3,40,43,59.7014925,81.1320755
"4487","chrY_2458900"," 2458800",2,18,7,26.8656717,13.2075472
"514","chrY_2458900"," 2458800",1,9,3,13.4328359,5.6603774
"11106","chrY_2460200"," 2460100",3,17,10,58.6206897,40
"4488","chrY_2460200"," 2460100",2,8,13,27.5862069,52
"515","chrY_2460200"," 2460100",1,4,2,13.7931034,8
"11107","chrY_2460600"," 2460500",3,22,39,52.3809524,60.9375
"4489","chrY_2460600"," 2460500",2,12,16,28.5714285,25
"516","chrY_2460600"," 2460500",1,8,9,19.047619,14.0625
"11108","chrY_2463100"," 2463000",3,56,87,72.7272727,87.8787879
"4490","chrY_2463100"," 2463000",2,13,7,16.8831169,7.0707071
"517","chrY_2463100"," 2463000",1,8,5,10.3896104,5.0505051
"11109","chrY_2467400"," 2467300",3,24,28,53.3333333,42.4242424
"4491","chrY_2467400"," 2467300",2,15,31,33.3333334,46.969697
"518","chrY_2467400"," 2467300",1,6,7,13.3333333,10.6060606
"11110","chrY_2475900"," 2475800",3,13,29,39.3939394,63.0434783
"4492","chrY_2475900"," 2475800",2,16,16,48.4848485,34.7826087
"519","chrY_2475900"," 2475800",1,4,1,12.1212121,2.173913
"11111","chrY_2476000"," 2475900",3,44,54,78.5714286,66.6666667
"4493","chrY_2476000"," 2475900",2,11,21,19.6428572,25.9259259
"520","chrY_2476000"," 2475900",1,1,6,1.7857143,7.4074074
"11112","chrY_2476100"," 2476000",3,47,50,79.6610169,71.4285714
"4494","chrY_2476100"," 2476000",2,6,18,10.1694916,25.7142857
"521","chrY_2476100"," 2476000",1,6,2,10.1694915,2.8571429
"11113","chrY_2476600"," 2476500",3,15,24,65.2173913,58.5365854
"4495","chrY_2476600"," 2476500",2,6,13,26.0869565,31.7073171
"522","chrY_2476600"," 2476500",1,2,4,8.6956522,9.7560976
"11114","chrY_2476800"," 2476700",3,14,19,66.6666667,82.6086957
"4496","chrY_2476800"," 2476700",2,7,4,33.3333333,17.3913043
"11115","chrY_2478200"," 2478100",3,8,14,34.7826087,36.8421053
"4497","chrY_2478200"," 2478100",2,10,21,43.4782609,55.2631579
"523","chrY_2478200"," 2478100",1,5,3,21.7391305,7.8947368
"11116","chrY_2478400"," 2478300",3,47,47,66.1971831,78.3333333
"4498","chrY_2478400"," 2478300",2,18,8,25.3521127,13.3333333
"524","chrY_2478400"," 2478300",1,6,5,8.4507042,8.3333333
"11117","chrY_2480800"," 2480700",3,10,6,40,26.0869565
"4499","chrY_2480800"," 2480700",2,8,16,32,69.5652174
"525","chrY_2480800"," 2480700",1,7,1,28,4.3478261
"11118","chrY_2481400"," 2481300",3,38,33,84.4444444,86.8421053
"4500","chrY_2481400"," 2481300",2,7,5,15.5555556,13.1578947
"11119","chrY_2481500"," 2481400",3,31,36,72.0930233,66.6666667
"4501","chrY_2481500"," 2481400",2,12,18,27.9069768,33.3333334
"11120","chrY_2481600"," 2481500",3,32,51,65.3061224,82.2580645
"4502","chrY_2481600"," 2481500",2,17,11,34.6938775,17.7419355
"11121","chrY_2481700"," 2481600",3,22,38,52.3809524,63.3333333
"4503","chrY_2481700"," 2481600",2,10,15,23.8095238,25
"526","chrY_2481700"," 2481600",1,10,7,23.8095238,11.6666667
"11122","chrY_2482000"," 2481900",3,24,28,68.5714286,68.2926829
"4504","chrY_2482000"," 2481900",2,11,13,31.4285714,31.7073171
"11123","chrY_2483900"," 2483800",3,60,43,84.5070423,56.5789474
"4505","chrY_2483900"," 2483800",2,4,18,5.6338028,23.6842105
"527","chrY_2483900"," 2483800",1,7,15,9.8591549,19.7368421
"11124","chrY_2484700"," 2484600",3,12,25,26.0869565,52.0833333
"4506","chrY_2484700"," 2484600",2,22,17,47.826087,35.4166667
"528","chrY_2484700"," 2484600",1,12,6,26.0869565,12.5
"11125","chrY_2485000"," 2484900",3,10,34,25,41.4634146
"4507","chrY_2485000"," 2484900",2,6,18,15,21.9512195
"529","chrY_2485000"," 2484900",1,24,30,60,36.5853659
"11126","chrY_2487500"," 2487400",3,55,50,94.8275862,83.3333333
"4508","chrY_2487500"," 2487400",2,1,6,1.7241379,10
"530","chrY_2487500"," 2487400",1,2,4,3.4482759,6.6666667
"11127","chrY_2490700"," 2490600",3,20,44,60.6060606,73.3333333
"4509","chrY_2490700"," 2490600",2,8,12,24.2424243,20
"531","chrY_2490700"," 2490600",1,5,4,15.1515152,6.6666667
"11128","chrY_2491700"," 2491600",3,13,8,46.4285714,40
"4510","chrY_2491700"," 2491600",2,12,10,42.8571428,50
"532","chrY_2491700"," 2491600",1,3,2,10.7142857,10
"11129","chrY_2491800"," 2491700",3,13,9,27.6595745,28.125
"4511","chrY_2491800"," 2491700",2,24,17,51.0638297,53.125
"533","chrY_2491800"," 2491700",1,10,6,21.2765957,18.75
"11130","chrY_2494200"," 2494100",3,11,20,42.3076923,40
"4512","chrY_2494200"," 2494100",2,11,24,42.3076923,48
"534","chrY_2494200"," 2494100",1,4,6,15.3846154,12
"11131","chrY_2494800"," 2494700",3,20,26,57.1428571,68.4210526
"4513","chrY_2494800"," 2494700",2,11,9,31.4285714,23.6842105
"535","chrY_2494800"," 2494700",1,4,3,11.4285714,7.8947368
"11132","chrY_2496200"," 2496100",3,6,5,42.8571429,55.5555556
"4514","chrY_2496200"," 2496100",2,8,4,57.1428571,44.4444444
"11133","chrY_2496400"," 2496300",3,10,13,41.6666667,41.9354839
"4515","chrY_2496400"," 2496300",2,8,16,33.3333334,51.6129033
"536","chrY_2496400"," 2496300",1,6,2,25,6.4516129
"11134","chrY_2496700"," 2496600",3,10,21,38.4615385,56.7567568
"4516","chrY_2496700"," 2496600",2,3,10,11.5384615,27.027027
"537","chrY_2496700"," 2496600",1,13,6,50,16.2162162
"11135","chrY_2497900"," 2497800",3,35,30,61.4035088,78.9473684
"4517","chrY_2497900"," 2497800",2,21,4,36.8421053,10.5263158
"538","chrY_2497900"," 2497800",1,1,4,1.754386,10.5263158
"11136","chrY_2501100"," 2501000",3,37,45,86.0465116,78.9473684
"4518","chrY_2501100"," 2501000",2,6,12,13.9534884,21.0526316
"11137","chrY_2502400"," 2502300",3,27,7,42.8571429,17.9487179
"4519","chrY_2502400"," 2502300",2,33,27,52.3809523,69.2307692
"539","chrY_2502400"," 2502300",1,3,5,4.7619048,12.8205128
"11138","chrY_2503100"," 2503000",3,14,23,56,60.5263158
"4520","chrY_2503100"," 2503000",2,11,15,44,39.4736842
"11139","chrY_2503200"," 2503100",3,39,39,62.9032258,60.9375
"4521","chrY_2503200"," 2503100",2,19,18,30.6451613,28.125
"540","chrY_2503200"," 2503100",1,4,7,6.4516129,10.9375
"11140","chrY_2504200"," 2504100",3,28,32,73.6842105,65.3061224
"4522","chrY_2504200"," 2504100",2,6,12,15.7894737,24.4897959
"541","chrY_2504200"," 2504100",1,4,5,10.5263158,10.2040816
"11141","chrY_2507000"," 2506900",3,27,27,67.5,60
"4523","chrY_2507000"," 2506900",2,13,18,32.5,40
"11142","chrY_2511300"," 2511200",3,11,6,24.4444444,15.7894737
"4524","chrY_2511300"," 2511200",2,24,21,53.3333334,55.2631578
"542","chrY_2511300"," 2511200",1,10,11,22.2222222,28.9473684
"11143","chrY_2514600"," 2514500",3,62,53,80.5194805,86.8852459
"4525","chrY_2514600"," 2514500",2,12,4,15.5844156,6.5573771
"543","chrY_2514600"," 2514500",1,3,4,3.8961039,6.557377
"11144","chrY_2514900"," 2514800",3,12,10,46.1538462,40
"4526","chrY_2514900"," 2514800",2,14,15,53.8461539,60
"11145","chrY_2516200"," 2516100",3,9,25,31.0344828,49.0196078
"4527","chrY_2516200"," 2516100",2,17,21,58.6206897,41.1764706
"544","chrY_2516200"," 2516100",1,3,5,10.3448276,9.8039216
"11146","chrY_2516300"," 2516200",3,53,67,82.8125,93.0555556
"4528","chrY_2516300"," 2516200",2,7,5,10.9375,6.9444445
"545","chrY_2516300"," 2516200",1,4,0,6.25,0
"11147","chrY_2520400"," 2520300",3,35,48,76.0869565,71.641791
"4529","chrY_2520400"," 2520300",2,11,19,23.9130434,28.358209
"11148","chrY_2524100"," 2524000",3,7,5,100,100
"11149","chrY_2524200"," 2524100",3,20,13,100,100
"11150","chrY_2524500"," 2524400",3,11,5,55,50
"4530","chrY_2524500"," 2524400",2,9,5,45,50
"11151","chrY_2525200"," 2525100",3,77,79,86.5168539,81.443299
"4531","chrY_2525200"," 2525100",2,11,13,12.3595506,13.4020619
"546","chrY_2525200"," 2525100",1,1,5,1.1235955,5.1546392
"11152","chrY_2525400"," 2525300",3,48,48,76.1904762,70.5882353
"4532","chrY_2525400"," 2525300",2,14,11,22.2222222,16.1764705
"547","chrY_2525400"," 2525300",1,1,9,1.5873016,13.2352941
"11153","chrY_2525600"," 2525500",3,46,58,76.6666667,75.3246753
"4533","chrY_2525600"," 2525500",2,14,19,23.3333333,24.6753247
"11154","chrY_2528600"," 2528500",3,22,23,52.3809524,54.7619048
"4534","chrY_2528600"," 2528500",2,15,14,35.7142857,33.3333333
"548","chrY_2528600"," 2528500",1,5,5,11.9047619,11.9047619
"11155","chrY_2532500"," 2532400",3,3,12,13.6363636,30.7692308
"4535","chrY_2532500"," 2532400",2,11,14,50,35.8974359
"549","chrY_2532500"," 2532400",1,8,13,36.3636364,33.3333333
"11156","chrY_2536700"," 2536600",3,45,33,90,73.3333333
"4536","chrY_2536700"," 2536600",2,2,8,4,17.7777778
"550","chrY_2536700"," 2536600",1,3,4,6,8.8888889
"11157","chrY_2538200"," 2538100",3,12,13,100,100
"11158","chrY_2539400"," 2539300",3,14,20,35,41.6666667
"4537","chrY_2539400"," 2539300",2,11,9,27.5,18.75
"551","chrY_2539400"," 2539300",1,15,19,37.5,39.5833333
"11159","chrY_2539900"," 2539800",3,10,16,26.3157895,51.6129032
"4538","chrY_2539900"," 2539800",2,14,9,36.8421052,29.0322581
"552","chrY_2539900"," 2539800",1,14,6,36.8421053,19.3548387
"11160","chrY_2541800"," 2541700",3,32,40,80,83.3333333
"4539","chrY_2541800"," 2541700",2,8,8,20,16.6666667
"11161","chrY_2546700"," 2546600",3,12,22,57.1428571,81.4814815
"4540","chrY_2546700"," 2546600",2,5,3,23.8095238,11.1111111
"553","chrY_2546700"," 2546600",1,4,2,19.047619,7.4074074
"11162","chrY_2546900"," 2546800",3,17,39,85,90.6976744
"4541","chrY_2546900"," 2546800",2,3,4,15,9.3023256
"11163","chrY_2547000"," 2546900",3,11,25,61.1111111,96.1538462
"4542","chrY_2547000"," 2546900",2,7,1,38.8888889,3.8461538
"11164","chrY_2547200"," 2547100",3,8,15,34.7826087,65.2173913
"4543","chrY_2547200"," 2547100",2,15,8,65.2173913,34.7826087
"11165","chrY_2552900"," 2552800",3,42,44,75,70.9677419
"4544","chrY_2552900"," 2552800",2,12,9,21.4285714,14.5161291
"554","chrY_2552900"," 2552800",1,2,9,3.5714286,14.516129
"11166","chrY_2553800"," 2553700",3,38,66,67.8571429,73.3333333
"4545","chrY_2553800"," 2553700",2,14,20,25,22.2222223
"555","chrY_2553800"," 2553700",1,4,4,7.1428571,4.4444444
"11167","chrY_2553900"," 2553800",3,42,70,72.4137931,92.1052632
"4546","chrY_2553900"," 2553800",2,11,5,18.9655173,6.5789474
"556","chrY_2553900"," 2553800",1,5,1,8.6206897,1.3157895
"11168","chrY_2556100"," 2556000",3,25,36,51.0204082,51.4285714
"4547","chrY_2556100"," 2556000",2,16,31,32.6530613,44.2857143
"557","chrY_2556100"," 2556000",1,8,3,16.3265306,4.2857143
